설문 문제 일련번호,설문 유형 일련번호,항목 출력 순서,설문 문항 설명,프로그램 종류,설문 상세 구분 코드,설문 답항 구분 코드,설문 답항 갯수
2440,336,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2441,336,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2442,336,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2443,336,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2444,336,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2445,336,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2446,337,0,기타의견,,,CD_00000000000000061,
2479,343,0,01월 01일,,,CD_00000000000000062,
2480,343,0,01월 02일,,,CD_00000000000000062,
2481,343,0,01월 03일,,,CD_00000000000000062,
2482,343,0,01월 04일,,,CD_00000000000000062,
2483,343,0,01월 05일,,,CD_00000000000000062,
2484,344,0,1순위,,,CD_00000000000000063,3
2485,345,0,숲속탐험대,행복찾기,,CD_00000000000000064,
2486,345,0,오감빙고,행복찾기,,CD_00000000000000064,
2487,345,0,카프라놀이,행복찾기,,CD_00000000000000064,
2488,345,0,진행시간,,,CD_00000000000000064,
2489,346,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2490,346,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2491,346,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2492,346,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2493,346,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2494,346,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2495,346,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2496,346,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2497,346,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2498,346,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2499,346,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2500,346,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2501,346,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2502,346,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2503,346,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2504,346,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2505,346,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2506,346,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2507,346,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2508,346,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2509,347,0,기타의견,,,CD_00000000000000061,
2510,348,0,01월 01일,,,CD_00000000000000062,
2511,348,0,01월 02일,,,CD_00000000000000062,
2512,348,0,01월 03일,,,CD_00000000000000062,
2513,348,0,01월 04일,,,CD_00000000000000062,
2514,348,0,01월 05일,,,CD_00000000000000062,
2515,349,0,1순위,,,CD_00000000000000063,3
2516,350,0,숲속탐험대,행복찾기,,CD_00000000000000064,
2517,350,0,싱어숲,감성충전,,CD_00000000000000064,
2518,350,0,건강해 要(요),활력찾기,,CD_00000000000000064,
2519,350,0,진행시간,,,CD_00000000000000064,
2520,351,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2521,351,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2522,351,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2523,351,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2524,351,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2525,351,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2526,351,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2527,351,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2528,351,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2529,351,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2530,351,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2531,351,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2532,351,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2533,351,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2534,351,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2535,351,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2536,351,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2537,351,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2538,351,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2539,351,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2540,352,0,기타의견,,,CD_00000000000000061,
2541,353,0,01월 01일,,,CD_00000000000000062,
2542,353,0,01월 02일,,,CD_00000000000000062,
2543,353,0,01월 03일,,,CD_00000000000000062,
2544,353,0,01월 04일,,,CD_00000000000000062,
2545,353,0,01월 05일,,,CD_00000000000000062,
2546,354,0,1순위,,,CD_00000000000000063,3
2547,355,0,숲속탐험대,행복찾기,,CD_00000000000000064,
2548,355,0,싱어숲,감성충전,,CD_00000000000000064,
2549,355,0,건강해 要(요),활력찾기,,CD_00000000000000064,
2550,355,0,진행시간,,,CD_00000000000000064,
2551,356,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2552,356,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2553,356,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2554,356,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2555,356,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2556,356,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2557,356,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2558,356,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2559,356,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2560,356,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2561,356,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2562,356,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2563,356,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2564,356,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2565,356,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2566,356,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2567,356,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2568,356,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2569,356,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2570,356,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2571,357,0,기타의견,,,CD_00000000000000061,
2633,368,0,01월 01일,,,CD_00000000000000062,
2634,368,0,01월 02일,,,CD_00000000000000062,
2635,368,0,01월 03일,,,CD_00000000000000062,
2636,368,0,01월 04일,,,CD_00000000000000062,
2637,368,0,01월 05일,,,CD_00000000000000062,
2638,369,0,1순위,,,CD_00000000000000063,3
2639,370,0,오감빙고,행복찾기,,CD_00000000000000064,
2640,370,0,통나무운동회,행복찾기,,CD_00000000000000064,
2641,370,0,카프라놀이,행복찾기,,CD_00000000000000064,
2642,370,0,싱어숲,감성충전,,CD_00000000000000064,
2643,370,0,진행시간,,,CD_00000000000000064,
2644,371,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2645,371,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2646,371,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2647,371,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2648,371,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2649,371,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2650,371,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2651,371,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2652,371,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2653,371,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2654,371,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2655,371,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2656,371,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2657,371,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2658,371,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2659,371,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2660,371,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2661,371,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2662,371,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2663,371,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2664,372,0,기타의견,,,CD_00000000000000061,
2665,373,0,01월 01일,,,CD_00000000000000062,
2666,373,0,01월 02일,,,CD_00000000000000062,
2667,373,0,01월 03일,,,CD_00000000000000062,
2668,373,0,01월 04일,,,CD_00000000000000062,
2669,373,0,01월 05일,,,CD_00000000000000062,
2670,374,0,1순위,,,CD_00000000000000063,3
2671,375,0,오감빙고,행복찾기,,CD_00000000000000064,
2672,375,0,카프라놀이,행복찾기,,CD_00000000000000064,
2673,375,0,미소꼼지락,행복찾기,,CD_00000000000000064,
2674,375,0,건강해 要(요),활력찾기,,CD_00000000000000064,
2675,375,0,진행시간,,,CD_00000000000000064,
2676,376,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2677,376,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2678,376,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2679,376,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2680,376,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2681,376,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2682,376,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2683,376,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2684,376,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2685,376,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2686,376,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2687,376,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2688,376,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2689,376,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2690,376,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2691,376,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2692,376,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2693,376,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2694,376,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2695,376,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2696,377,0,기타의견,,,CD_00000000000000061,
2697,378,0,01월 01일,,,CD_00000000000000062,
2698,378,0,01월 02일,,,CD_00000000000000062,
2699,378,0,01월 03일,,,CD_00000000000000062,
2700,378,0,01월 04일,,,CD_00000000000000062,
2701,378,0,01월 05일,,,CD_00000000000000062,
2702,379,0,1순위,,,CD_00000000000000063,3
2703,380,0,뿌리깊은 나무의 힘찬 도전,가치찾기,,CD_00000000000000064,
2704,380,0,숲속탐험대,행복찾기,,CD_00000000000000064,
2705,380,0,우리숲신체검사,,,CD_00000000000000064,
2706,380,0,카프라놀이,행복찾기,,CD_00000000000000064,
2707,380,0,진행시간,,,CD_00000000000000064,
2708,381,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2709,381,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2710,381,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2711,381,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2712,381,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2713,381,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2714,381,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2715,381,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2716,381,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2717,381,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2718,381,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2719,381,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2720,381,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2721,381,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2722,381,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2723,381,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2724,381,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2725,381,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2726,381,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2727,381,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2728,382,0,기타의견,,,CD_00000000000000061,
2729,383,0,01월 01일,,,CD_00000000000000062,
2730,383,0,01월 02일,,,CD_00000000000000062,
2731,383,0,01월 03일,,,CD_00000000000000062,
2732,383,0,01월 04일,,,CD_00000000000000062,
2733,383,0,01월 05일,,,CD_00000000000000062,
2734,384,0,1순위,,,CD_00000000000000063,3
2735,385,0,세상을 바꾸는 숲,가치찾기,,CD_00000000000000064,
2736,385,0,숲길탐정단,행복찾기,,CD_00000000000000064,
2737,385,0,우드컬러링액자,감성충전,,CD_00000000000000064,
2738,385,0,시간적정성,,,CD_00000000000000064,
2739,386,0, 직원 친절도,,,CD_00000000000000064,
2740,386,0,업무처리 신속도,,,CD_00000000000000064,
2741,386,0,서비스 원활도,,,CD_00000000000000064,
2742,386,0,이용목적 부합도,,,CD_00000000000000064,
2743,386,0,프로그램 이해 적절도,,,CD_00000000000000064,
2744,386,0,프로그램 도움도,,,CD_00000000000000064,
2745,386,0,교육 기자재,,,CD_00000000000000064,
2746,386,0,진행자 전문성,,,CD_00000000000000064,
2747,386,0,"노약자,유아, 장애인 시설",,,CD_00000000000000064,
2748,386,0,P/G 공간 적절성,,,CD_00000000000000064,
2749,386,0,탐방로/외부시설,,,CD_00000000000000064,
2750,386,0,시설안내표시,,,CD_00000000000000064,
2751,386,0,강의실/교육시설,,,CD_00000000000000064,
2752,386,0,객실청결도,,,CD_00000000000000064,
2753,386,0,식당 쾌적성,,,CD_00000000000000064,
2754,386,0,식단구성음식 맛,,,CD_00000000000000064,
2755,386,0,숲체원만족,,,CD_00000000000000064,
2756,386,0,숲체원 신뢰감,,,CD_00000000000000064,
2757,386,0,재방문의사,,,CD_00000000000000064,
2758,386,0,지인소개의향,,,CD_00000000000000064,
2759,387,0,기타의견,,,CD_00000000000000061,
2895,425,0,01월 01일,,,CD_00000000000000062,
2896,425,0,01월 02일,,,CD_00000000000000062,
2897,425,0,01월 03일,,,CD_00000000000000062,
2898,425,0,01월 04일,,,CD_00000000000000062,
2899,425,0,01월 05일,,,CD_00000000000000062,
2900,426,0,1순위,,,CD_00000000000000063,3
2901,427,0,손마사지,활력찾기,,CD_00000000000000064,
2902,427,0,숲속미인(새총쏘기),감성충전,,CD_00000000000000064,
2903,427,0,공예미인(머그컵꾸미기),감성충전,,CD_00000000000000064,
2904,427,0,명상미인,감성충전,,CD_00000000000000064,
2905,427,0,진행 시간,,,CD_00000000000000064,
2906,428,0,04월 01일,,,CD_00000000000000064,
2907,428,0,04월 02일,,,CD_00000000000000064,
2908,428,0,04월 03일,,,CD_00000000000000064,
2909,428,0,04월 04일,,,CD_00000000000000064,
2910,428,0,04월 05일,,,CD_00000000000000064,
2911,428,0,04월 06일,,,CD_00000000000000064,
2912,428,0,04월 07일,,,CD_00000000000000064,
2913,428,0,04월 08일,,,CD_00000000000000064,
2914,428,0,04월 09일,,,CD_00000000000000064,
2915,428,0,04월 10일,,,CD_00000000000000064,
2916,428,0,04월 11일,,,CD_00000000000000064,
2917,428,0,04월 12일,,,CD_00000000000000064,
2918,428,0,04월 13일,,,CD_00000000000000064,
2919,428,0,04월 17일,,,CD_00000000000000064,
2920,428,0,04월 18일,,,CD_00000000000000064,
2921,428,0,04월 19일,,,CD_00000000000000064,
2922,428,0,04월 20일,,,CD_00000000000000064,
2923,429,0,기타의견,,,CD_00000000000000061,
2972,434,0,01월 01일,,,CD_00000000000000062,
2973,434,0,01월 02일,,,CD_00000000000000062,
2974,434,0,01월 03일,,,CD_00000000000000062,
2975,434,0,01월 04일,,,CD_00000000000000062,
2976,434,0,01월 05일,,,CD_00000000000000062,
2977,435,0,1순위,,,CD_00000000000000063,3
2978,436,0,감성미인(비눗방울),감성충전,,CD_00000000000000064,
2979,436,0,손마사지,활력찾기,,CD_00000000000000064,
2980,436,0,숲속미인(새총쏘기),감성충전,,CD_00000000000000064,
2981,436,0,공예미인(머그컵꾸미기),감성충전,,CD_00000000000000064,
2982,436,0,명상미인,감성충전,,CD_00000000000000064,
2983,436,0,진행 시간,,,CD_00000000000000064,
2984,437,0,직원응대,,,CD_00000000000000064,
2985,437,0,업무 신속성,,,CD_00000000000000064,
2986,437,0,서비스 이용과정,,,CD_00000000000000064,
2987,437,0,고객 이용목적 부합,,,CD_00000000000000064,
2988,437,0,프로그램 이해도,,,CD_00000000000000064,
2989,437,0,프로그램 도움 여부,,,CD_00000000000000064,
2990,437,0,교육 기자재,,,CD_00000000000000064,
2991,437,0,진행자 전문성,,,CD_00000000000000064,
2992,437,0,사회적 배려자 고려,,,CD_00000000000000064,
2993,437,0,프로그램 공간 적절성,,,CD_00000000000000064,
2994,437,0,외부시설 관리 적절성,,,CD_00000000000000064,
2995,437,0,시설 안내표시,,,CD_00000000000000064,
2996,437,0,내부 교육시설 쾌적성,,,CD_00000000000000064,
2997,437,0,희망사항 충족,,,CD_00000000000000064,
2998,437,0,이용 후 신뢰감 획득,,,CD_00000000000000064,
2999,437,0,재방문 의사,,,CD_00000000000000064,
3000,437,0,주변지인 소개의향,,,CD_00000000000000064,
3001,438,0,01월 01일,,,CD_00000000000000062,
3002,438,0,01월 02일,,,CD_00000000000000062,
3003,438,0,01월 03일,,,CD_00000000000000062,
3004,438,0,01월 04일,,,CD_00000000000000062,
3005,438,0,01월 05일,,,CD_00000000000000062,
3006,439,0,1순위,,,CD_00000000000000063,3
3007,440,0,손마사지,활력찾기,,CD_00000000000000064,
3008,440,0,숲속미인(새총쏘기),감성충전,,CD_00000000000000064,
3009,440,0,공예미인(머그컵꾸미기),감성충전,,CD_00000000000000064,
3010,440,0,명상미인,감성충전,,CD_00000000000000064,
3011,440,0,온열치유실,,,CD_00000000000000064,
3012,440,0,진행 시간,,,CD_00000000000000064,
3013,441,0,직원응대,,,CD_00000000000000064,
3014,441,0,업무 신속성,,,CD_00000000000000064,
3015,441,0,서비스 이용과정,,,CD_00000000000000064,
3016,441,0,고객 이용목적 부합,,,CD_00000000000000064,
3017,441,0,프로그램 이해도,,,CD_00000000000000064,
3018,441,0,프로그램 도움 여부,,,CD_00000000000000064,
3019,441,0,교육 기자재,,,CD_00000000000000064,
3020,441,0,진행자 전문성,,,CD_00000000000000064,
3021,441,0,사회적 배려자 고려,,,CD_00000000000000064,
3022,441,0,프로그램 공간 적절성,,,CD_00000000000000064,
3023,441,0,외부시설 관리 적절성,,,CD_00000000000000064,
3024,441,0,시설 안내표시,,,CD_00000000000000064,
3025,441,0,내부 교육시설 쾌적성,,,CD_00000000000000064,
3026,441,0,희망사항 충족,,,CD_00000000000000064,
3027,441,0,이용 후 신뢰감 획득,,,CD_00000000000000064,
3028,441,0,재방문 의사,,,CD_00000000000000064,
3029,441,0,주변지인 소개의향,,,CD_00000000000000064,
3030,442,0,01월 01일,,,CD_00000000000000062,
3031,442,0,01월 02일,,,CD_00000000000000062,
3032,442,0,01월 03일,,,CD_00000000000000062,
3033,442,0,01월 04일,,,CD_00000000000000062,
3034,442,0,01월 05일,,,CD_00000000000000062,
3035,443,0,1순위,,,CD_00000000000000063,3
3036,444,0,감성미인(비눗방울),감성충전,,CD_00000000000000064,
3037,444,0,손마사지,활력찾기,,CD_00000000000000064,
3038,444,0,숲속미인(새총쏘기),감성충전,,CD_00000000000000064,
3039,444,0,공예미인(머그컵꾸미기),감성충전,,CD_00000000000000064,
3040,444,0,명상미인,감성충전,,CD_00000000000000064,
3041,444,0,진행 시간,,,CD_00000000000000064,
3042,445,0,직원응대,,,CD_00000000000000064,
3043,445,0,업무 신속성,,,CD_00000000000000064,
3044,445,0,서비스 이용과정,,,CD_00000000000000064,
3045,445,0,고객 이용목적 부합,,,CD_00000000000000064,
3046,445,0,프로그램 이해도,,,CD_00000000000000064,
3047,445,0,프로그램 도움 여부,,,CD_00000000000000064,
3048,445,0,교육 기자재,,,CD_00000000000000064,
3049,445,0,진행자 전문성,,,CD_00000000000000064,
3050,445,0,사회적 배려자 고려,,,CD_00000000000000064,
3051,445,0,프로그램 공간 적절성,,,CD_00000000000000064,
3052,445,0,외부시설 관리 적절성,,,CD_00000000000000064,
3053,445,0,시설 안내표시,,,CD_00000000000000064,
3054,445,0,내부 교육시설 쾌적성,,,CD_00000000000000064,
3055,445,0,희망사항 충족,,,CD_00000000000000064,
3056,445,0,이용 후 신뢰감 획득,,,CD_00000000000000064,
3057,445,0,재방문 의사,,,CD_00000000000000064,
3058,445,0,주변지인 소개의향,,,CD_00000000000000064,
3059,446,0,기타의견,,,CD_00000000000000061,
3060,447,0,01월 01일,,,CD_00000000000000062,
3061,447,0,01월 02일,,,CD_00000000000000062,
3062,447,0,01월 03일,,,CD_00000000000000062,
3063,447,0,01월 04일,,,CD_00000000000000062,
3064,447,0,01월 05일,,,CD_00000000000000062,
3065,448,0,1순위,,,CD_00000000000000063,3
3066,449,0,감성미인(비눗방울),감성충전,,CD_00000000000000064,
3067,449,0,손마사지,활력찾기,,CD_00000000000000064,
3068,449,0,숲속미인(새총쏘기),감성충전,,CD_00000000000000064,
3069,449,0,공예미인(머그컵꾸미기),감성충전,,CD_00000000000000064,
3070,449,0,명상미인,감성충전,,CD_00000000000000064,
3071,449,0,진행 시간,,,CD_00000000000000064,
3072,450,0,직원응대,,,CD_00000000000000064,
3073,450,0,업무 신속성,,,CD_00000000000000064,
3074,450,0,서비스 이용과정,,,CD_00000000000000064,
3075,450,0,고객 이용목적 부합,,,CD_00000000000000064,
3076,450,0,프로그램 이해도,,,CD_00000000000000064,
3077,450,0,프로그램 도움 여부,,,CD_00000000000000064,
3078,450,0,교육 기자재,,,CD_00000000000000064,
3079,450,0,진행자 전문성,,,CD_00000000000000064,
3080,450,0,사회적 배려자 고려,,,CD_00000000000000064,
3081,450,0,프로그램 공간 적절성,,,CD_00000000000000064,
3082,450,0,외부시설 관리 적절성,,,CD_00000000000000064,
3083,450,0,시설 안내표시,,,CD_00000000000000064,
3084,450,0,내부 교육시설 쾌적성,,,CD_00000000000000064,
3085,450,0,희망사항 충족,,,CD_00000000000000064,
3086,450,0,이용 후 신뢰감 획득,,,CD_00000000000000064,
3087,450,0,재방문 의사,,,CD_00000000000000064,
3088,450,0,주변지인 소개의향,,,CD_00000000000000064,
3089,451,0,기타의견,,,CD_00000000000000061,
3090,452,0,01월 01일,,,CD_00000000000000062,
3091,452,0,01월 02일,,,CD_00000000000000062,
3092,452,0,01월 03일,,,CD_00000000000000062,
3093,452,0,01월 04일,,,CD_00000000000000062,
3094,452,0,01월 05일,,,CD_00000000000000062,
3095,453,0,1순위,,,CD_00000000000000063,3
3096,454,0,감성미인(비눗방울),감성충전,,CD_00000000000000064,
3097,454,0,손마사지,활력찾기,,CD_00000000000000064,
3098,454,0,공예미인(머그컵꾸미기),감성충전,,CD_00000000000000064,
3099,454,0,명상미인,감성충전,,CD_00000000000000064,
3100,454,0,숲 오감체험,자연친구,,CD_00000000000000064,
3101,454,0,진행 시간,,,CD_00000000000000064,
3102,455,0,직원응대,,,CD_00000000000000064,
3103,455,0,업무 신속성,,,CD_00000000000000064,
